,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
16541,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,55948 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
16542,1051,HONDA,Accord,2016,Coupe,Yes,Petrol,2.4,103467 km,4.0,Automatic,Front,02-Mar,Left wheel,White,12
16543,-,TOYOTA,Land Cruiser Prado,1997,Jeep,No,LPG,2.7,218000 km,4.0,Automatic,4x4,02-Mar,Right-hand drive,Blue,2
16544,-,FORD,Fusion,2010,Sedan,Yes,Hybrid,2.5,185000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
16545,1058,LEXUS,RX 350,2012,Jeep,Yes,Petrol,3.5,62000 km,6.0,Tiptronic,Front,04-May,Left wheel,Black,12
16546,642,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2,172800 km,4.0,Automatic,Rear,04-May,Left wheel,White,8
16547,761,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,140000 km,4.0,Variator,Front,04-May,Left wheel,Blue,4
16548,-,TOYOTA,Land Cruiser,2009,Jeep,Yes,Diesel,4.5 Turbo,200000 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
16549,-,HONDA,Odyssey,2003,Minivan,No,Petrol,2.3,275000 km,4.0,Tiptronic,Front,04-May,Right-hand drive,Black,4
16550,-,MERCEDES-BENZ,ML 350,2007,Jeep,Yes,Petrol,3.5,200000 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,8
16551,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,126970 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16552,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,223560 km,4.0,Automatic,Front,04-May,Left wheel,White,2
16553,382,TOYOTA,Aqua,2017,Hatchback,Yes,Hybrid,1.5,181474 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16554,640,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Diesel,2,189949 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16555,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,182000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
16556,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,50079 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16557,531,FORD,Fusion,2012,Sedan,Yes,Petrol,1.6 Turbo,117000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10
16558,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,37064 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16559,1266,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,108000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
16560,-,LEXUS,RX 400 hybrid,2008,Jeep,Yes,Petrol,3.3,249600 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
16561,2080,FORD,Transit,2000,Microbus,No,Diesel,2.5 Turbo,193000 km,4.0,Manual,Rear,04-May,Left wheel,Carnelian red,2
16562,-,BMW,X5,2000,Jeep,Yes,LPG,3,25000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,6
16563,-,TOYOTA,RAV 4,1997,Jeep,No,Petrol,2,140000 km,4.0,Manual,4x4,04-May,Left wheel,Green,2
16564,1664,TOYOTA,Tundra,2013,Coupe,Yes,Petrol,5.7,234683 km,8.0,Automatic,Rear,04-May,Left wheel,White,12
16565,1249,HYUNDAI,H1,2017,Minivan,Yes,Diesel,2.5,30066 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16566,-,HYUNDAI,Sonata,2013,Sedan,No,Hybrid,2.4,21920 km,6.0,Automatic,Front,04-May,Left wheel,Silver,11
16567,917,BMW,X5,2013,Jeep,Yes,Diesel,3,137802 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
16568,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,16687 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16569,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,147808 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16570,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,82413 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16571,-,MERCEDES-BENZ,C 180,1995,Sedan,No,CNG,1.8,46777 km,4.0,Manual,Rear,04-May,Left wheel,Grey,2
16572,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16573,880,SSANGYONG,Actyon,2018,Jeep,Yes,Diesel,1.6,73548 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16574,-,TOYOTA,Corolla,2006,Universal,No,Diesel,2.2 Turbo,222000 km,4.0,Manual,Front,04-May,Left wheel,Black,9
16575,-,HONDA,FIT,2004,Hatchback,No,Petrol,1.3,150000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
16576,-,TOYOTA,Prius,2006,Sedan,No,Petrol,1.5,305600 km,4.0,Automatic,Front,04-May,Left wheel,White,0
16577,1888,BMW,X5,2007,Jeep,Yes,Petrol,3,216000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
16578,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,126690 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
16579,-,NISSAN,Presage,2004,Minivan,No,Petrol,2.5,0 km,4.0,Automatic,Front,04-May,Right-hand drive,White,4
16580,-,MERCEDES-BENZ,Vito,2004,Goods wagon,No,Diesel,2.2,316000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
16581,875,MITSUBISHI,Mirage,2012,Hatchback,Yes,Petrol,1,60000 km,3.0,Automatic,Front,04-May,Right-hand drive,Blue,6
16582,645,CHEVROLET,Lacetti,2011,Sedan,Yes,Petrol,1.8,121831 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16583,503,HONDA,Civic,2012,Jeep,Yes,Hybrid,1.5,146403 km,4.0,Automatic,Front,04-May,Left wheel,White,0
16584,-,MERCEDES-BENZ,E 320,2007,Sedan,Yes,Diesel,3,376000 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,0
16585,-,FORD,Transit,1996,Microbus,No,Diesel,2.5,123000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
16586,-,BMW,328,2007,Sedan,Yes,Petrol,3,999999999 km,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,16
16587,640,FORD,Taurus,2013,Sedan,Yes,Petrol,2,58901 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16588,900,KIA,Optima,2015,Sedan,Yes,Petrol,2.4,170040 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16589,-,CHEVROLET,Volt,2012,Hatchback,No,Plug-in Hybrid,1.4,112101 km,4.0,Automatic,Front,04-May,Left wheel,Grey,10
16590,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16591,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,89454 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16592,1288,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,48529 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16593,784,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16594,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,174144 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16595,1408,FORD,Transit,2007,Microbus,No,Diesel,2.2 Turbo,100000 km,4.0,Manual,Front,04-May,Left wheel,White,4
16596,1017,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,13941 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16597,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,430278 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16598,-,NISSAN,X-Trail,2005,Jeep,Yes,LPG,2,142000 km,4.0,Automatic,4x4,>5,Right-hand drive,Silver,0
16599,831,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,52516 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
16600,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,0 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
16601,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,140507 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,0
16602,640,FORD,Fusion,2013,Sedan,No,Hybrid,2,178000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
16603,586,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,89500 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
16604,-,TOYOTA,Prius,2011,Sedan,No,Petrol,1.8,150000 km,4.0,Variator,Rear,04-May,Left wheel,Black,10
16605,1266,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,102000 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2
16606,751,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,166774 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16607,900,CHEVROLET,Equinox,2015,Jeep,Yes,Petrol,2.4,78926 km,4.0,Automatic,4x4,04-May,Left wheel,Black,12
16608,-,VOLKSWAGEN,Passat,2015,Sedan,Yes,Petrol,1.8 Turbo,99000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,9
16609,1195,MERCEDES-BENZ,C 220,2008,Universal,No,Diesel,2.2 Turbo,177000 km,4.0,Tiptronic,Rear,04-May,Left wheel,White,12
16610,-,TOYOTA,Camry,2010,Sedan,No,Hybrid,2.5,123000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,4
16611,475,FIAT,500,2012,Coupe,Yes,Petrol,1.4,90000 km,4.0,Tiptronic,Front,04-May,Left wheel,Orange,6
16612,1104,BMW,X5,2015,Jeep,Yes,Diesel,3,201056 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16613,1017,VOLKSWAGEN,Jetta,2017,Sedan,Yes,Petrol,2.0 Turbo,131200 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
16614,-,PORSCHE,Panamera GTS,2013,Sedan,Yes,Petrol,4.8,98600 km,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,12
16615,640,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,76788 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16616,1325,BUICK,Century,2019,Sedan,Yes,Petrol,2.5,10392 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16617,1282,KIA,Sportage,2007,Jeep,Yes,Diesel,2,78880 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
16618,503,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,45000 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
16619,1058,MERCEDES-BENZ,GLK 350,2012,Jeep,Yes,Petrol,3.5,55290 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
16620,1493,LEXUS,RX 350,2016,Jeep,Yes,Petrol,3.5,65981 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
16621,289,FORD,Escape,2008,Sedan,Yes,Hybrid,0.4,209843 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
16622,247,HONDA,FIT,2014,Universal,Yes,Hybrid,1.3,193895 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16623,-,LEXUS,IS 250,2008,Sedan,Yes,Petrol,2.5,162300 km,6.0,Tiptronic,Rear,04-May,Left wheel,Grey,10
16624,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,154314 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16625,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,189704 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,0
16626,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,175221 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16627,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,471632 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
16628,1850,MERCEDES-BENZ,ML 350,2008,Jeep,Yes,Diesel,3.5,366869 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16629,-,HYUNDAI,Sonata LIMITED,2011,Sedan,Yes,Hybrid,2.4,104000 km,4.0,Automatic,Front,04-May,Left wheel,White,10
16630,1018,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3,275862 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
16631,1292,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3,62938 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
16632,1058,FORD,Taurus,2012,Sedan,Yes,Petrol,3.5,101315 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16633,-,MERCEDES-BENZ,C 180,1997,Sedan,No,Petrol,1.8,445908 km,4.0,Automatic,Rear,04-May,Left wheel,Black,2
16634,-,MERCEDES-BENZ,E 320,2003,Sedan,Yes,Petrol,3.2,222000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,14
16635,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,42563 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16636,891,CHEVROLET,Camaro,2016,Coupe,No,Petrol,2.0 Turbo,32000 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Red,10
16637,-,AUDI,A4,1995,Sedan,Yes,Petrol,1.8,100000 km,4.0,Manual,Front,04-May,Left wheel,Black,1
16638,862,VOLKSWAGEN,Jetta,2011,Sedan,Yes,Diesel,2.5,175389 km,5.0,Automatic,Front,04-May,Left wheel,Grey,12
16639,-,NISSAN,X-Trail,2005,Jeep,Yes,Petrol,2,179000 km,4.0,Automatic,4x4,04-May,Right-hand drive,Black,1
16640,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,179381 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16641,640,AUDI,A4,2013,Sedan,Yes,Petrol,2,151469 km,4.0,Automatic,4x4,04-May,Left wheel,White,12
16642,-,FORD,Sierra DIZEL,1992,Sedan,No,Diesel,1.8 Turbo,168000 km,4.0,Manual,Rear,04-May,Left wheel,Green,2
16643,915,BMW,X5,2014,Jeep,Yes,Petrol,3.0 Turbo,96000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,6
16644,640,FORD,Fusion Hybrid,2013,Sedan,No,Hybrid,2,97000 km,4.0,Variator,Front,04-May,Left wheel,Brown,12
16645,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Petrol,3.5,121600 km,8.0,Automatic,Rear,04-May,Left wheel,Grey,10
16646,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,75152 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16647,-,OPEL,Vectra,1997,Hatchback,No,Petrol,1.8,13425 km,4.0,Manual,Front,04-May,Left wheel,Blue,4
16648,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,249734 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
16649,1079,KIA,Avella,2018,Sedan,Yes,Petrol,2,56288 km,4.0,Automatic,Rear,04-May,Left wheel,Silver,12
16650,988,TOYOTA,Prius,2007,Hatchback,No,Petrol,1.5,90000 km,4.0,Variator,Front,>5,Left wheel,Golden,8
16651,1327,TOYOTA,RAV 4,2018,Sedan,Yes,Petrol,2.5,28784 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16652,-,SUBARU,Legacy,2004,Sedan,No,Petrol,2,11111 km,4.0,Automatic,4x4,04-May,Right-hand drive,Black,6
16653,333,SUBARU,XV,2014,Jeep,Yes,Hybrid,2,131872 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
16654,-,NISSAN,Note,2007,Sedan,No,Petrol,1.5,160000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,0
16655,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,68876 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16656,777,FORD,Fusion,2014,Sedan,No,Petrol,2.5,134000 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16657,1324,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,300366 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
16658,1113,MAZDA,CX-9,2012,Sedan,Yes,Petrol,3.7,291840 km,6.0,Automatic,Front,04-May,Left wheel,Black,12
16659,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.3,155000 km,4.0,Variator,Front,04-May,Right-hand drive,White,4
16660,781,CHEVROLET,Cruze LT,2018,Sedan,No,Petrol,1.4 Turbo,21786 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
16661,585,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,180000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,8
16662,642,FORD,Focus,2012,Sedan,No,Petrol,2,139010 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
16663,1273,MERCEDES-BENZ,ML 350,2015,Jeep,Yes,Diesel,3.5,79080 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
16664,364,CHEVROLET,Spark,2012,Hatchback,Yes,Petrol,1,40079 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16665,645,FORD,Transit Connect,2011,Goods wagon,No,Diesel,1.8 Turbo,180000 km,4.0,Manual,Front,02-Mar,Left wheel,Green,2
16666,-,MERCEDES-BENZ,E 200,1997,Sedan,No,Petrol,2,305125 km,4.0,Manual,Rear,04-May,Left wheel,Blue,4
16667,1481,MERCEDES-BENZ,GLE 43 AMG,2017,Coupe,Yes,Petrol,3.0 Turbo,14914 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
16668,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,182024 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16669,-,VOLKSWAGEN,Passat tsi-se,2013,Sedan,Yes,Petrol,1.8 Turbo,159978 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
16670,-,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,1.5,118000 km,4.0,Variator,Front,04-May,Right-hand drive,White,4
16671,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
16672,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,245070 km,4.0,Automatic,Front,04-May,Left wheel,White,0
16673,781,NISSAN,Altima,2012,Sedan,Yes,Petrol,2.5,97627 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16674,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,132863 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16675,-,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Petrol,3.5,163000 km,6.0,Tiptronic,Rear,04-May,Left wheel,Black,8
16676,-,VOLKSWAGEN,Jetta,2012,Sedan,No,LPG,2,130000 km,4.0,Automatic,Front,04-May,Left wheel,White,8
16677,1086,JEEP,Grand Cherokee,2012,Jeep,Yes,Petrol,3.6,175788 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16678,1104,BMW,X5,2015,Jeep,Yes,Diesel,3,201056 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
16679,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,269162 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,12
16680,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16681,-,MERCEDES-BENZ,C 220,2010,Sedan,No,Diesel,2.2 Turbo,310000 km,4.0,Manual,Rear,04-May,Left wheel,Grey,10
16682,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,128197 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16683,474,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4,112000 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,12
16684,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,203073 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16685,781,FORD,Escape,2012,Jeep,Yes,Hybrid,2.5,95349 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
16686,753,HYUNDAI,Sonata,2012,Sedan,No,Hybrid,2.4,125000 km,4.0,Variator,Front,04-May,Left wheel,Silver,10
16687,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,132008 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16688,353,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,115347 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
16689,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,577053 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
16690,-,VOLKSWAGEN,Caddy cadi,2003,Goods wagon,No,LPG,1.4,220000 km,4.0,Manual,Front,02-Mar,Left wheel,Blue,4
16691,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,95541 km,6.0,Automatic,Rear,04-May,Left wheel,Black,0
16692,-,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,107000 km,4.0,Automatic,Front,04-May,Left wheel,Blue,10
16693,-,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,63000 km,4.0,Variator,Front,04-May,Left wheel,Orange,12
16694,1308,BMW,X6,2012,Jeep,Yes,Petrol,4.4,123622 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,12
16695,3699,TOYOTA,Land Cruiser 80,1993,Jeep,No,Petrol,4.5,223000 km,6.0,Automatic,4x4,04-May,Left wheel,Green,0
16696,-,OPEL,Meriva,2008,Jeep,No,Diesel,1.3,1373 km,4.0,Manual,Front,04-May,Left wheel,Pink,4
16697,971,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.2,125629 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16698,-,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,40000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,12
16699,640,CHEVROLET,Captiva,2013,Jeep,Yes,Diesel,2,153000 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16700,-,HONDA,FIT,2012,Hatchback,Yes,Petrol,1.3,145000 km,4.0,Variator,Front,04-May,Right-hand drive,Blue,4
16701,-,BMW,335,2007,Coupe,Yes,Petrol,3.5 Turbo,130000 km,6.0,Manual,Rear,02-Mar,Right-hand drive,Black,8
16702,862,FORD,Fusion,2011,Sedan,Yes,Hybrid,2.5,82603 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
16703,988,TOYOTA,Prius,2007,Sedan,No,Hybrid,1.5,150000 km,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,12
16704,-,HYUNDAI,Tucson,2017,Jeep,No,Petrol,2,36800 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8
16705,900,CHRYSLER,200,2015,Sedan,Yes,Petrol,2.4,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16706,1345,KIA,Sorento,2008,Jeep,Yes,Diesel,2.5,74367 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16707,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,187312 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
16708,639,CHEVROLET,Malibu,2014,Sedan,Yes,Petrol,2,120000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16709,-,HONDA,FIT,2007,Hatchback,No,Petrol,1.5,146500 km,4.0,Manual,Front,04-May,Right-hand drive,Black,2
16710,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,126116 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16711,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,319850 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16712,-,TOYOTA,Prius,2006,Hatchback,Yes,Hybrid,1.5,320000 km,4.0,Tiptronic,Front,04-May,Left wheel,Golden,6
16713,-,AUDI,Q5,2012,Jeep,Yes,Petrol,3.2,100000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Blue,8
16714,-,MERCEDES-BENZ,E 200,1998,Sedan,Yes,Petrol,2,0 km,4.0,Automatic,Rear,04-May,Left wheel,Silver,4
16715,586,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,240560 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16716,1488,NISSAN,Note,2016,Hatchback,Yes,Hybrid,1.2 Turbo,0 km,3.0,Variator,Front,04-May,Right-hand drive,White,2
16717,1266,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,98000 km,4.0,Automatic,Front,04-May,Right-hand drive,Brown,2
16718,1935,LEXUS,GX 460,2016,Jeep,Yes,Petrol,4.6,155976 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
16719,475,CHEVROLET,Cruze,2012,Sedan,Yes,Petrol,1.4 Turbo,122000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,6
16720,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.0 Turbo,60800 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
16721,-,TOYOTA,Hiace,2004,Microbus,No,Diesel,2.2 Turbo,371500 km,4.0,Manual,4x4,04-May,Left wheel,White,2
16722,779,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,106293 km,6.0,Tiptronic,Front,04-May,Left wheel,Beige,12
16723,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,131893 km,4.0,Automatic,Front,04-May,Left wheel,Brown,0
16724,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,219030 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16725,690,HONDA,FIT,2016,Hatchback,Yes,Petrol,1.5,0 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16726,530,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,62000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,6
16727,639,AUDI,Q5,2014,Jeep,Yes,Petrol,2.0 Turbo,71000 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,12
16728,919,AUDI,A6,2012,Sedan,Yes,Petrol,3,168176 km,6.0,Automatic,4x4,04-May,Left wheel,Brown,12
16729,738,CHEVROLET,Cruze LT,2017,Sedan,No,Petrol,1.4 Turbo,31109 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
16730,-,BMW,X5,2005,Jeep,Yes,Petrol,3,270000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,10
16731,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,12
16732,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
16733,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,1456394 km,4.0,Tiptronic,Front,04-May,Left wheel,White,8
16734,-,LEXUS,RX 300,2000,Jeep,Yes,Petrol,3,230000 km,6.0,Automatic,4x4,04-May,Left wheel,Green,0
16735,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,102118 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
